id	Ct	tipo	plataforma
sample_1	29	ORF	Ion Torrent
sample_1	28	S	Ion Torrent
sample_1	NA	PCR	Ion Torrent
sample_1	22	N	Ion Torrent
sample_1	21	ORF	Ion Torrent
sample_1	21	S	Ion Torrent
sample_1	NA	PCR	Ion Torrent
sample_1	19	N	Ion Torrent
sample_1	18	ORF	Ion Torrent
sample_1	18	S	Ion Torrent
sample_1	NA	PCR	Ion Torrent
sample_1	27	N	Ion Torrent
sample_1	28	ORF	Ion Torrent
sample_1	27	S	Ion Torrent
sample_1	24.8	PCR	Ion Torrent
sample_1	NA	N	Ion Torrent
sample_1	NA	ORF	Ion Torrent
sample_1	NA	S	Ion Torrent
sample_1	23.1	PCR	Ion Torrent
sample_1	NA	N	Ion Torrent
sample_1	NA	ORF	Ion Torrent
sample_1	NA	S	Ion Torrent
sample_1	25	PCR	Ion Torrent
sample_1	NA	N	Ion Torrent
sample_1	NA	ORF	Ion Torrent
sample_1	NA	S	Ion Torrent
sample_1	26	PCR	Ion Torrent
sample_1	NA	N	Ion Torrent
sample_1	NA	ORF	Ion Torrent
sample_1	NA	S	Ion Torrent
sample_1	22.9	PCR	Ion Torrent
sample_1	NA	N	Ion Torrent
sample_1	NA	ORF	Ion Torrent
sample_1	NA	S	Ion Torrent
sample_1	30.1	PCR	Ion Torrent
sample_2	NA	N	Ion Torrent
sample_2	NA	ORF	Ion Torrent
sample_2	NA	S	Ion Torrent
sample_2	30.2	PCR	Ion Torrent
sample_2	NA	N	Ion Torrent
sample_2	NA	ORF	Ion Torrent
sample_2	NA	S	Ion Torrent
sample_2	18	PCR	Ion Torrent
sample_2	NA	N	Ion Torrent
sample_2	NA	ORF	Ion Torrent
sample_2	NA	S	Ion Torrent
sample_2	24.4	PCR	Ion Torrent
sample_2	NA	N	Ion Torrent
sample_2	NA	ORF	Ion Torrent
sample_2	NA	S	Ion Torrent
sample_2	22.6	PCR	Ion Torrent
sample_2	NA	N	Ion Torrent
sample_2	NA	ORF	Ion Torrent
sample_2	NA	S	Ion Torrent
sample_2	17.04	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	15.84	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	19.97	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	19.51	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	18.48	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	17.53	PCR	Illumina
sample_2	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	26.57	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	16.89	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	17.94	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	20.76	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	24	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	22	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	18	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	20	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	20	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	25	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	36	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	17	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	20	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	22	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	24.83	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	24.5	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	27.05	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	30.11	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	27.56	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	24.45	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_5	36.03	PCR	Illumina
sample_5	NA	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	23.48	PCR	Illumina
sample_5	NA	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	24.96	PCR	Illumina
sample_5	NA	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	29.86	PCR	Illumina
sample_5	NA	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	NA	PCR	Illumina
sample_5	17.9	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	NA	PCR	Illumina
sample_5	17.3	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	NA	PCR	Illumina
sample_5	21.1	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	NA	PCR	Illumina
sample_5	18.9	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	NA	PCR	Illumina
sample_5	19.8	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	NA	PCR	Illumina
sample_5	22.1	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	NA	PCR	Illumina
sample_6	25.5	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	NA	PCR	Illumina
sample_6	17.4	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	NA	PCR	Illumina
sample_6	19.8	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	NA	PCR	Illumina
sample_6	22.9	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	NA	PCR	Illumina
sample_6	17.9	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	NA	PCR	Illumina
sample_6	17.3	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	NA	PCR	Illumina
sample_6	21.1	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	NA	PCR	Illumina
sample_6	18.9	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	NA	PCR	Illumina
sample_6	19.8	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	NA	PCR	Illumina
sample_6	22.1	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	NA	PCR	Illumina
sample_6	25.5	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	17.4	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	19.8	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	22.9	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	20.7	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	17.33	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	24.56	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	21.67	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	25.08	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	25.21	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	26.22	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	17.03	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	21.46	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	21.65	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	18.6	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	17.7	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	21.3	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	20.9	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	23.7	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	22.5	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	28.4	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_9	18.3	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	19.3	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	22.3	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	21	PCR	Ion Torrent
sample_9	NA	N	Ion Torrent
sample_9	NA	ORF	Ion Torrent
sample_9	NA	S	Ion Torrent
sample_9	19	PCR	Ion Torrent
sample_9	NA	N	Ion Torrent
sample_9	NA	ORF	Ion Torrent
sample_9	NA	S	Ion Torrent
sample_9	24	PCR	Ion Torrent
sample_9	NA	N	Ion Torrent
sample_9	NA	ORF	Ion Torrent
sample_9	NA	S	Ion Torrent
sample_9	22	PCR	Ion Torrent
sample_9	NA	N	Ion Torrent
sample_9	NA	ORF	Ion Torrent
sample_9	NA	S	Ion Torrent
sample_9	23	PCR	Ion Torrent
sample_9	NA	N	Ion Torrent
sample_9	NA	ORF	Ion Torrent
sample_9	NA	S	Ion Torrent
sample_9	21	PCR	Ion Torrent
sample_9	NA	N	Ion Torrent
sample_9	NA	ORF	Ion Torrent
sample_9	NA	S	Ion Torrent
sample_9	34	PCR	Ion Torrent
sample_9	NA	N	Ion Torrent
sample_9	NA	ORF	Ion Torrent
sample_9	NA	S	Ion Torrent
sample_9	20	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	22	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	27	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	25	PCR	Illumina
sample_10	NA	N	Illumina
sample_10	NA	ORF	Illumina
sample_10	NA	S	Illumina
sample_10	23	PCR	Illumina
sample_10	NA	N	Illumina
sample_10	NA	ORF	Illumina
sample_10	NA	S	Illumina
sample_10	29	PCR	Illumina
sample_10	NA	N	Illumina
sample_10	NA	ORF	Illumina
sample_10	NA	S	Illumina
sample_10	25	PCR	Illumina
sample_10	NA	N	Illumina
sample_10	NA	ORF	Illumina
sample_10	NA	S	Illumina
sample_10	27	PCR	Illumina
sample_10	NA	N	Illumina
sample_10	NA	ORF	Illumina
sample_10	NA	S	Illumina
sample_10	31	PCR	Illumina
sample_10	NA	N	Illumina
sample_10	NA	ORF	Illumina
sample_10	NA	S	Illumina
sample_10	36	PCR	Illumina
sample_10	NA	N	Illumina
sample_10	NA	ORF	Illumina
sample_10	NA	S	Illumina
sample_10	21	PCR	Illumina
sample_10	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_1	NA	S	Illumina
sample_1	23	PCR	Illumina
sample_1	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_1	NA	S	Illumina
sample_1	29	PCR	Illumina
sample_1	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_1	NA	S	Illumina
sample_1	NA	PCR	Illumina
sample_1	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_1	NA	S	Illumina
sample_1	NA	PCR	Illumina
sample_1	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_1	NA	S	Illumina
sample_1	NA	PCR	Illumina
sample_1	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_1	NA	S	Illumina
sample_1	NA	PCR	Illumina
sample_1	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_1	NA	S	Illumina
sample_1	NA	PCR	Illumina
sample_1	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_1	NA	S	Illumina
sample_1	NA	PCR	Illumina
sample_1	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_1	NA	S	Illumina
sample_1	NA	PCR	Illumina
sample_1	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_1	NA	S	Illumina
sample_1	NA	PCR	Illumina
sample_1	NA	N	Illumina
sample_1	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	NA	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	NA	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	20.5	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	20.4	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	19.4	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	20.6	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	23.2	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	29.3	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	33.5	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_2	21.5	PCR	Illumina
sample_2	NA	N	Illumina
sample_2	NA	ORF	Illumina
sample_2	NA	S	Illumina
sample_3	24.3	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	26.5	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	17	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	16	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	18	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	18	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	18	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	23	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	23	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	17	PCR	Illumina
sample_3	NA	N	Illumina
sample_3	NA	ORF	Illumina
sample_3	NA	S	Illumina
sample_3	19	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	21	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	18	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	18	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	21	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	21	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	21	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	22	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	33	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	18	PCR	Illumina
sample_4	NA	N	Illumina
sample_4	NA	ORF	Illumina
sample_4	NA	S	Illumina
sample_4	19	PCR	Illumina
sample_4	NA	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	20	PCR	Illumina
sample_5	NA	N	Illumina
sample_5	NA	ORF	Illumina
sample_5	NA	S	Illumina
sample_5	21.5	PCR	Ion Torrent
sample_5	NA	N	Ion Torrent
sample_5	NA	ORF	Ion Torrent
sample_5	NA	S	Ion Torrent
sample_5	17.5	PCR	Ion Torrent
sample_5	NA	N	Ion Torrent
sample_5	NA	ORF	Ion Torrent
sample_5	NA	S	Ion Torrent
sample_5	22	PCR	Ion Torrent
sample_5	NA	N	Ion Torrent
sample_5	NA	ORF	Ion Torrent
sample_5	NA	S	Ion Torrent
sample_5	22	PCR	Ion Torrent
sample_5	NA	N	Ion Torrent
sample_5	NA	ORF	Ion Torrent
sample_5	NA	S	Ion Torrent
sample_5	20	PCR	Ion Torrent
sample_5	NA	N	Ion Torrent
sample_5	NA	ORF	Ion Torrent
sample_5	NA	S	Ion Torrent
sample_5	24	PCR	Ion Torrent
sample_5	NA	N	Ion Torrent
sample_5	NA	ORF	Ion Torrent
sample_5	NA	S	Ion Torrent
sample_5	24.5	PCR	Ion Torrent
sample_5	NA	N	Ion Torrent
sample_5	NA	ORF	Ion Torrent
sample_5	NA	S	Ion Torrent
sample_5	21.5	PCR	Ion Torrent
sample_5	NA	N	Ion Torrent
sample_5	NA	ORF	Ion Torrent
sample_5	NA	S	Ion Torrent
sample_5	21	PCR	Ion Torrent
sample_5	NA	N	Ion Torrent
sample_5	NA	ORF	Ion Torrent
sample_6	NA	S	Ion Torrent
sample_6	23	PCR	Ion Torrent
sample_6	NA	N	Ion Torrent
sample_6	NA	ORF	Ion Torrent
sample_6	NA	S	Ion Torrent
sample_6	25.2	PCR	Illumina
sample_6	NA	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	23.34	PCR	Illumina
sample_6	NA	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	26.42	PCR	Illumina
sample_6	NA	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	27.09	PCR	Illumina
sample_6	NA	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	24.13	PCR	Illumina
sample_6	NA	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	26.92	PCR	Illumina
sample_6	NA	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	28.39	PCR	Illumina
sample_6	NA	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	19.12	PCR	Illumina
sample_6	NA	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_6	24.54	PCR	Illumina
sample_6	NA	N	Illumina
sample_6	NA	ORF	Illumina
sample_6	NA	S	Illumina
sample_7	27.98	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_7	NA	N	Illumina
sample_7	NA	ORF	Illumina
sample_7	NA	S	Illumina
sample_7	NA	PCR	Illumina
sample_8	NA	N	Illumina
sample_8	NA	ORF	Illumina
sample_8	NA	S	Illumina
sample_8	20.28	PCR	Nanopore
sample_8	NA	N	Nanopore
sample_8	NA	ORF	Nanopore
sample_8	NA	S	Nanopore
sample_8	16.04	PCR	Nanopore
sample_8	NA	N	Nanopore
sample_8	NA	ORF	Nanopore
sample_8	NA	S	Nanopore
sample_8	19.93	PCR	Nanopore
sample_8	NA	N	Nanopore
sample_8	NA	ORF	Nanopore
sample_8	NA	S	Nanopore
sample_8	18.92	PCR	Nanopore
sample_8	NA	N	Nanopore
sample_8	NA	ORF	Nanopore
sample_8	NA	S	Nanopore
sample_8	18.92	PCR	Nanopore
sample_8	NA	N	Nanopore
sample_8	NA	ORF	Nanopore
sample_8	NA	S	Nanopore
sample_8	23.8	PCR	Nanopore
sample_8	NA	N	Nanopore
sample_8	NA	ORF	Nanopore
sample_8	NA	S	Nanopore
sample_8	23.74	PCR	Nanopore
sample_8	NA	N	Nanopore
sample_8	NA	ORF	Nanopore
sample_8	NA	S	Nanopore
sample_8	17.43	PCR	Nanopore
sample_8	NA	N	Nanopore
sample_8	NA	ORF	Nanopore
sample_8	NA	S	Nanopore
sample_8	17.14	PCR	Nanopore
sample_8	NA	N	Nanopore
sample_8	NA	ORF	Nanopore
sample_8	NA	S	Nanopore
sample_8	22.41	PCR	Nanopore
sample_8	NA	N	Nanopore
sample_9	NA	ORF	Nanopore
sample_9	NA	S	Nanopore
sample_9	19.91	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	15.58	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	18.93	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	19.25	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	16.44	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	21.95	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	21.63	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	14.5	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	18.46	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_9	NA	S	Illumina
sample_9	19.18	PCR	Illumina
sample_9	NA	N	Illumina
sample_9	NA	ORF	Illumina
sample_10	NA	S	Illumina
sample_10	23.2	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	20.3	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	22.6	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	23	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	23.2	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	25.2	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	26.3	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	21.1	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	20.3	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
sample_10	21.3	PCR	Ion Torrent
sample_10	NA	N	Ion Torrent
sample_10	NA	ORF	Ion Torrent
sample_10	NA	S	Ion Torrent
