id	aciertos
COD_2101	9
COD_2102	9
COD_2103	9
COD_2104	9
COD_2105	2
COD_2106	9
COD_2106_2	7
COD_2107	10
COD_2107_2	9
COD_2108	9
COD_2109	9
COD_2110	9
COD_2111	8
COD_2112	8
COD_2113	9
COD_2114	9
COD_2115	7
COD_2116	8
COD_2117	9
COD_2117_2	9
COD_2119	8
COD_2120	9
COD_2121	9
COD_2122	9
COD_2123	6
COD_2124	9
COD_2124_2	9
COD_2125	9
COD_2126	9
COD_2127	9
COD_2129	9
COD_2131	9
COD_2132	9
COD_2134	10
COD_2135	9
COD_2136	10
COD_2137	9
COD_2139	8
COD_2140	9
COD_2141	10
COD_2143	10
